"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3020231","Ayberk  &#214;zg&#252;r and Wafa  Johal and Francesco  Mondada and Pierre  Dillenbourg","","","","Windfield: Learning Wind Meteorology with Handheld Haptic Robots","156--165","","10","haptic interfaces, human-robot interaction, robots for learning, tangible robots","10.1145/2909824.3020231","","","","","","","2017","","Proceedings of the 2017 ACM/IEEE International Conference on Human-Robot Interaction","HRI '17","","978-1-4503-4336-7","Vienna, Austria","ACM","New York, NY, USA"
"article","2256075","Hongshen  Ma and A. H. Slocum","","","","A Flexible-input, Desired-output Motor Controller for Engineering Design Classes","113--121","","9","Engineering design, motor control, robot competition","10.1109/TE.2005.863423","IEEE Trans. on Educ.","September 2006","49","1","","September","2006","0018-9359","","","","","","IEEE Press","Piscataway, NJ, USA"
"article","1644586","Maria  Fox and Malik  Ghallab and Guillaume  Infantes and Derek  Long","","","","Robot Introspection Through Learned Hidden Markov Models","59--113","","55","Hidden Markov models, Robot behaviour, Stochastic learning","10.1016/j.artint.2005.05.007","Artif. Intell.","February 2006","170","2","","February","2006","0004-3702","","","","","","Elsevier Science Publishers Ltd.","Essex, UK"
"article","1957762","Teo Chee  Hong and Keng Kiang  Tan and Wei Liang Kenny  Chua and Kok Tiong John  Soo","","","","StyROC: Stylus Robot Overlay Control &#38; styRAC: Stylus Robot Arm Control","263--264","","2","arm control, human robot interfaction, stylus, tele-operation","10.1145/1957656.1957762","","","","","","","2011","","Proceedings of the 6th International Conference on Human-robot Interaction","HRI '11","","978-1-4503-0561-7","Lausanne, Switzerland","ACM","New York, NY, USA"
"article","2631613","Dmitri  Ignakov and Guangjun  Liu and Galina  Okouneva","","","","Object Segmentation in Cluttered and Visually Complex Environments","111--135","","25","Computer vision, Conditional Random Fields, Mobile robots, Object localization, Segmentation, Service robotics","10.1007/s10514-013-9381-9","Auton. Robots","August    2014","37","2","","August","2014","0929-5593","","","","","","Kluwer Academic Publishers","Hingham, MA, USA"
"article","1888816","Yoann  Dieudonn&#233; and Franck  Petit and Vincent  Villain","","","","Leader Election Problem Versus Pattern Formation Problem","267--281","","15","leader election, mobile robot networks, pattern formation","","","","","","","","2010","","Proceedings of the 24th International Conference on Distributed Computing","DISC'10","","3-642-15762-9, 978-3-642-15762-2","Cambridge, MA","Springer-Verlag","Berlin, Heidelberg"
"article","1121277","Jason P. Luck and Patricia L. McDermott and Laurel  Allender and Deborah C. Russell","","","","An Investigation of Real World Control of Robotic Assets Under Communication Latency","202--209","","8","communication, control, and level of automation, delay, latency, robotics, teleoperation","10.1145/1121241.1121277","","","","","","","2006","","Proceedings of the 1st ACM SIGCHI/SIGART Conference on Human-robot Interaction","HRI '06","","1-59593-294-1","Salt Lake City, Utah, USA","ACM","New York, NY, USA"
"article","1145476","Thomas G. Sugar and Michael K. McBeath and Anthony  Suluh and Keshav  Mundhra","","","","Mobile Robot Interception Using Human Navigational Principles: Comparison of Active Versus Passive Tracking Algorithms","43--54","","12","Mobile robot navigation, Perceptual principles, Visual servoing","10.1007/s10514-006-8487-8","Auton. Robots","August    2006","21","1","","August","2006","0929-5593","","","","","","Kluwer Academic Publishers","Hingham, MA, USA"
"article","2413160","Isura  Ranatunga and Nahum A. Torres and Rita  Patterson and Nicoleta  Bugnariu and Matt  Stevenson and Dan O. Popa","","","","RoDiCA: A Human-robot Interaction System for Treatment of Childhood Autism Spectrum Disorders","50:1--50:6","50","6","autism spectrum disorder, human-robot interaction, physical therapy","10.1145/2413097.2413160","","","","","","","2012","","Proceedings of the 5th International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '12","","978-1-4503-1300-1","Heraklion, Crete, Greece","ACM","New York, NY, USA"
"technical report","870419","Mauricio  Ayala-Rincon and Cesar Munoz","","","","","","","","","","","","","","","","2000","","Explicit Substitutions and All That","","","","","Institute for Computer Applications in Science and Engineering (ICASE)",""
"article","1518780","Cheng  Guo and James Everett Young and Ehud  Sharlin","","","","Touch and Toys: New Techniques for Interaction with a Remote Group of Robots","491--500","","10","human-robot interaction, robot teams, tabletop computing, tangible user interfaces, touch interfaces","10.1145/1518701.1518780","","","","","","","2009","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '09","","978-1-60558-246-7","Boston, MA, USA","ACM","New York, NY, USA"
"article","1411685","Adrian  Korodi and Alexandru  Codrean and Liviu  Banita and Vlad  Ceregan and Anamaria  Butaru and Radu  Carnaru","","","","Object Following Control for Wheeled Mobile Robots","338--343","","6","PID control, cooperative mobile robots, object following control, sensor fault detection, wheeled mobile robots","","","","","","","","2008","","Proceedings of the 9th WSEAS International Conference on International Conference on Automation and Information","ICAI'08","","978-960-6766-77-0","Bucharest, Romania","World Scientific and Engineering Academy and Society (WSEAS)","Stevens Point, Wisconsin, USA"
"article","1957730","Vimitha  Manohar and Shamma  al Marzooqi and Jacob W. Crandall","","","","Expressing Emotions Through Robots: A Case Study Using Off-the-shelf Programming Interfaces","199--200","","2","human-robot interaction, robot emotions","10.1145/1957656.1957730","","","","","","","2011","","Proceedings of the 6th International Conference on Human-robot Interaction","HRI '11","","978-1-4503-0561-7","Lausanne, Switzerland","ACM","New York, NY, USA"
"article","830703","Y.  Kopidakis and D.  Fayard and and V. Zissimopoulos","","","","Linear Time Approximation Schemes for Parallel Processor Scheduling","482--","","","","","","","","","","","1996","","Proceedings of the 8th IEEE Symposium on Parallel and Distributed Processing (SPDP '96)","SPDP '96","","0-8186-7683-3","","IEEE Computer Society","Washington, DC, USA"
"article","2587372","Abdul Rahman Hafiz and Kazuyuki  Murase","","","","Semantic Spatiotemporal Memory Toward 3D Robotic Vision","238--241","","4","3D robotic vision, Semantic Spatiotemporal Memory, Embodiment","10.1109/RVSP.2013.61","","","","","","","2013","","Proceedings of the 2013 Second International Conference on Robot, Vision and Signal Processing","RVSP '13","","978-1-4799-3184-2","","IEEE Computer Society","Washington, DC, USA"
"article","2559853","Adrian  Stoica and Federico  Salvioli and Caitlin  Flowers","","","","Remote Control of Quadrotor Teams, Using Hand Gestures","296--297","","2","control languages, emg sensor array, gesture recognition, human-robot interfaces, levels of autonomy, multi-robot control","10.1145/2559636.2559853","","","","","","","2014","","Proceedings of the 2014 ACM/IEEE International Conference on Human-robot Interaction","HRI '14","","978-1-4503-2658-2","Bielefeld, Germany","ACM","New York, NY, USA"
"article","1148594","Mathieu  Petit and Brigitte  Le P&#233;v&#233;dic and Dominique  Duhaut","","","","G{\'e}N{\'e}Ration D'{\'e}Motion Pour Le Robot MAPH: M{\'e}Dia Actif Pour Le Handicap","271--274","","4","emotional synthesis, facial expressions, handicap, robotic","10.1145/1148550.1148594","","","","","","","2005","","Proceedings of the 17th Conference on L'Interaction Homme-Machine","IHM '05","","1-59593-192-9","Toulouse, France","ACM","New York, NY, USA"
"article","1444600","W.  Samakming and J.  Srinonchat","","","","Development Image Processing Technique for Climbing Stair of Small Humaniod Robot","616--619","","4","Climb Stair Robot, Humanoid Robot","10.1109/ICCSIT.2008.164","","","","","","","2008","","Proceedings of the 2008 International Conference on Computer Science and Information Technology","ICCSIT '08","","978-0-7695-3308-7","","IEEE Computer Society","Washington, DC, USA"
"article","2500091","Ryan M. Kroutil and Ashraf  Saad and Edward  Strauser and Tom  McKlin and Sean  Roberts","","","","Altering CS Perceptions: Using Personal Robots to Change Attitudes, Increase Confidence, and Expand Knowledge","41:1--41:1","41","1","computational thinking, computing education, mobile robots, robotics","10.1145/2498328.2500091","","","","","","","2013","","Proceedings of the 51st ACM Southeast Conference","ACMSE '13","","978-1-4503-1901-0","Savannah, Georgia","ACM","New York, NY, USA"
"article","2598349","Wei  Li and Melvin  Gauci and Roderich  Gross","","","","Coevolutionary Learning of Swarm Behaviors Without Metrics","201--208","","8","animal behavior, artificial life, coevolution, evolutionary robotics, swarm robotics, system identification","10.1145/2576768.2598349","","","","","","","2014","","Proceedings of the 2014 Annual Conference on Genetic and Evolutionary Computation","GECCO '14","","978-1-4503-2662-9","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","1552117","Imran  Waheed and Reza  Fotouhi","","","","Trajectory and Temporal Planning of a Wheeled Mobile Robot on an Uneven Surface","481--498","","18","Temporal planning, Trajectory planning, Wheeled mobile robots","10.1017/S0263574708004876","Robotica","July 2009","27","4","","July","2009","0263-5747","","","","","","Cambridge University Press","New York, NY, USA"
"article","2769555","Claudia  Loitsch and Michael  Schmidt and Gerhard  Weber","","","","Position Paper: Accessible Human-robot Interaction (AHRI)","16:1--16:4","16","4","accessisibility, human-robot interaction, survey, universal design","10.1145/2769493.2769555","","","","","","","2015","","Proceedings of the 8th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '15","","978-1-4503-3452-5","Corfu, Greece","ACM","New York, NY, USA"
"article","2452753","Xianli  Yu and Zhiqiang  Li and Hanxing  Xie","","","","The Proceeding of the Research on Human Exoskeleton","1798--1802","","5","exoskeleton, robot","10.1109/ICEICE.2012.847","","","","","","","2012","","Proceedings of the 2012 Second International Conference on Electric Information and Control Engineering - Volume 02","ICEICE '12","","978-0-7695-4703-9","","IEEE Computer Society","Washington, DC, USA"
"article","1734573","Lawrence T.C. Por and Adrian  Tay and Dilip Kumar Limbu","","","","Olivia @ TechFest 09: Receptionist Robot Impressed Visitors with Lively Interactions","351--352","","2","human-robot interaction, receptionist robot, service robot, social robotics","","","","","","","","2010","","Proceedings of the 5th ACM/IEEE International Conference on Human-robot Interaction","HRI '10","","978-1-4244-4893-7","Osaka, Japan","IEEE Press","Piscataway, NJ, USA"
"article","1849934","Yinong  Chen and Zhihui  Du and Marcos  Garc&#237;a-Acosta","","","","Robot As a Service in Cloud Computing","151--158","","8","RaaS, SOA, SOC, Service-oriented robotics computing, and robot on Intel architecture","10.1109/SOSE.2010.44","","","","","","","2010","","Proceedings of the 2010 Fifth IEEE International Symposium on Service Oriented System Engineering","SOSE '10","","978-0-7695-4081-8","","IEEE Computer Society","Washington, DC, USA"
"article","2907004","Daniel  Davison","","","","Child, Robot and Educational Material: A Triadic Interaction","607--608","","2","child robot interaction, collaborative learning, education, smart learning technology, social robot, user study","","","","","","","","2016","","The Eleventh ACM/IEEE International Conference on Human Robot Interaction","HRI '16","","978-1-4673-8370-7","Christchurch, New Zealand","IEEE Press","Piscataway, NJ, USA"
"article","1957795","Zachary  Henkel and Negar  Rashidi and Aaron  Rice and Robin  Murphy","","","","Survivor Buddy: A Social Medium Robot","387--388","","2","human robot interaction, rescue robotics","10.1145/1957656.1957795","","","","","","","2011","","Proceedings of the 6th International Conference on Human-robot Interaction","HRI '11","","978-1-4503-0561-7","Lausanne, Switzerland","ACM","New York, NY, USA"
"article","1892558","Ying  Bai and Dali  Wang","","","","On the Comparison of Trilinear, Cubic Spline, and Fuzzy Interpolation Methods in the High-accuracy Measurements","1016--1022","","7","Cubic-spline interpolation, cubic-spline interpolation, fuzzy interpolation, modeless robot calibrations, robot-pose errors measurement and compensation, trilinear interpolation","10.1109/TFUZZ.2010.2064170","Trans. Fuz Sys.","October 2010","18","5","","October","2010","1063-6706","","","","","","IEEE Press","Piscataway, NJ, USA"
"article","2616042","Prabhu  Natarajan and Kian Hsiang  Low and Mohan  Kankanhalli","","","","Decision-theoretic Approach to Maximizing Fairness in Multi-target Observation in Multi-camera Surveillance","1521--1522","","2","multi-robot systems, robot coordination, robot teams, surveillance and security","","","","","","","","2014","","Proceedings of the 2014 International Conference on Autonomous Agents and Multi-agent Systems","AAMAS '14","","978-1-4503-2738-1","Paris, France","International Foundation for Autonomous Agents and Multiagent Systems","Richland, SC"
"article","2511638","Morten  Mossige and Arnaud  Gotlieb and Hein  Meling","","","","Test Generation for Robotized Paint Systems Using Constraint Programming in a Continuous Integration Environment","489--490","","2","constraint programming, continuous integration, robotized painting","10.1109/ICST.2013.71","","","","","","","2013","","Proceedings of the 2013 IEEE Sixth International Conference on Software Testing, Verification and Validation","ICST '13","","978-0-7695-4968-2","","IEEE Computer Society","Washington, DC, USA"
